"place","journal","journal_entry","date_mdy","month","transcription_accuracy","location","location_accuracy","local_place_accuracy","latitude","latitude_origin","longitude","longitude_origin","quantity","unit","item","letter","letter_to","letter_from","wind_direction_am","wind_direction_pm","wind_direction_night","weather_condition_am","weather_condition_pm","weather_condition_night","temperature_am","temperature_pm","temperature_night","image_path","image_description","recorder","notes","noteworthy","second_check"
"Shop",3,"The wind Southerly and foggy bought a stick of Win Rand to make a flying jib boom in forenoon and went to work making it with J. f. Kingsley in afternoon wrote letters to Robt Miles and Nickerson and Rideout","10/27/1874","October","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"write","Robert Miles, Nickerson, Rideout",NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
"Shop",4,"The wind North W. wrote ltter to Capt Thomas Smallidge work in shop","01/12/1875","January","confident","Winter Harbor","assumed","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"write","Thomas Smallidge",NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Hall",4,"The wind North West cold and blowy issued warrant for Hall meeting to be called Jan 22","01/15/1875","January","confident","Winter Harbor","assumed","assumed",44.39168,NA,68.09103,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"The wind N West made Axe handle getting ready to go in woods","01/18/1875","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"very moderate wind Northerly turning Iron for shafts for saw","01/30/1875","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"WD, DD, RL"
"Shop",4,"The wind Westerly went in the woods cutting firewood","02/05/1875","February","confident","Winter Harbor","assumed",NA,44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"The wind S.S.East snowy commenced making wheel for Black Warrior","02/11/1875","February","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"SSE",NA,NA,"snowy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, RL"
"Shop",4,"The wind very moderate South West and very warm snow melts fast.  wrote letter to Thomas Bunker recd one from Benj. Kittridge. work in shop","02/23/1875","February","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"read and write","Thomas Bunker","Benjamin Kittridge","SW",NA,NA,"very warm",NA,NA,NA,NA,NA,NA,NA,"NH","changed Kittredge to Kittridge",NA,"DD, RL"
"Shop",4,"The wind North West cold. work in shop commenced building a dora.","03/01/1875","March","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"The wind Easterly and warm.","03/07/1875","March","confident","Winter Harbor","assumed",NA,44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"The wind W. N. W. heavy blow jobbing in shop","03/19/1875","March","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Shop",4,"The wind North West work in shop finished jib sawing for G. W. Whitaker","07/17/1875","July","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD"
"Shop",4,"The wind Easterly and foggy and rainy put down a mooring for a boat. and work in shop.","07/23/1875","July","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,"foggy, rainy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD"
"Shop",4,"The wind Southerly and foggy and rainy work in shop.","08/04/1875","August","confident","Winter Harbor","assumed","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy, rainy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Shop",4,"The wind Southerly and foggy work sawing wood","08/16/1875","August","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Shop",4,"The wind N.E. Help make Casket for Alma Torrey","10/09/1875","October","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Shop",5,"The wind Southerly and foggy work in shop","08/12/1876","August","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind out Southerly in afternoon foggy Fixed well bucket and work in shop","08/18/1876","August","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,"foggy",NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind Southerly work in Shop making window frames for T.H. Smallidge","08/30/1876","August","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind Southerly work in Shop","09/23/1876","September","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind Southerly work in Shop","09/29/1876","September","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind S.S.East. and rainy in the forenoon work in shop on boat.","10/23/1876","October","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"SSE",NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"Heavy breeze to the Westward work in the shop","11/28/1876","November","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Shop",5,"The wind Westerly work in shop turning wood the wind mill","12/28/1876","December","somewhat confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold",NA,"AS"
"Shop",6,"The wind moderate all day Southerly wrote letter to Charles Peter Bangor. work in shop making Closet for W.M Pendleton","01/27/1877","January","somewhat confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,"1","Count","Closet","write","Charles Peter Bangor",NA,"S","S","S",NA,NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold",NA,"GG"
"Shop",6,"Very moderate all day wind Northerly. Went Clam turing and floundering in the forenoon and in the afternoon work at home in the shop","02/02/1877","February","somewhat confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold, wind direction entered in am as does not specify time of day",NA,"GG"
"Hall",6,"The wind Easterly snowy in forenoon wrote letter to F Haines Biddeford. Maine Went to the Hall and got My costume and Exhibition furniture","03/13/1877","March","confident","Winter Harbor","assumed","assumed",44.39168,NA,68.09103,NA,NA,NA,NA,"write","F Haines Biddeford",NA,"E",NA,NA,"snowy",NA,NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Shop",6,"The wind Southerly rainy in forenoon work in shop","03/22/1877","March","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Shop",6,"The wind South East. and rainy. work in shop turning","03/28/1877","March","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"SE",NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Shop",9,"The Thermometer 55 degrees above zero Calm and pleasant. Made two sliding sleds for children.","01/08/1880","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Hall",9,"The wind Westerly and Thermometer 35 degrees Went to a Religious meeting in the evening at the Hall","02/22/1880","February","confident","Winter Harbor","assumed","mentioned",44.39168,NA,68.09103,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Shop",9,"The wind North East & South Thermometer 43° Turned Lounge legs for R Rand. in forenoon and traded my row boat called the Stella with Warren Smith for a skiff work repairing her in the afternoon.","03/20/1880","March","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NE, S",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Shop",9,"The wind North West. and a fresh breeze Thermometer. 24 degrees in shade. Work in the afternoon turning heads for wheel barrow fro R Rand.","03/26/1880","March","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Shop",9,"The wind from North East to North West Thermometer 30° made rudder Irons for boat and made mast.","04/07/1880","April","somewhat confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NE","NW",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Shop",9,"Wind Easterly and heavy rain all day. Thermometer. 52 degrees. Work in afternoon For F. H. Smallidge hewing nails for fence.","05/31/1880","May","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,"heavy rain","heavy rain",NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Shop",9,"Calm in morning Wind Southerly in afternoon finished repairing dora and set net at night Thermometer 68 degrees.","06/18/1880","June","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"calm",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Lodge Of Good Templars",1,"Took 1261 lbs lobsters to factory came home went to Lodge","6/22/1872","June","confident","Winter Harbor","mentioned","mentioned",0,NA,0,NA,"1261","lbs","Lobster","no letter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"EP"
"Home",2,"The wind to the southward work in shop making settees for the hall","01/16/1873","January","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO","assumed N for Southward am",NA,"DD, LN"
"Home",2,"Moderate and rain in the forenoon . afternoon the wind North West and cold work in shop on settees","01/22/1873","January","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,NA,"NW",NA,"rain","cold",NA,NA,NA,NA,NA,NA,"SO","changed setees to settees",NA,"DD, LN"
"Home",2,"The wind North West quite cold in forenoon afternoon moderate. Work in shop making bow drill","01/28/1873","January","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"quite cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"Making window frames for Geo. Sargent. The wind south quite cold","02/03/1873","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"quite cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind W.S.W. morning cold very moderate in afternoon. finished door frames for Geo. Sargent Turning and jigsawing Organ stool etc. for Reuben Rand","02/15/1873","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"WSW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"SO","changed &c to etc.",NA,"DD, LN"
"Home",2,"The wind very moderate or calm work in shop on boat. Recd letter from Thomas Bunker Cranberry Isles","02/21/1873","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Thomas Bunker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Hall",2,"The wind W. quite cold finished the schr Virgins boat. Went to Hall Meeting in evening and was chosen treasurer for the ensuing year","02/25/1873","February","confident","Winter Harbor","mentioned","assumed",44.39168,NA,68.09103,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,"quite cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"Calm untill evening then the wind to the eastward. Made a modle for a boat for A Newman","02/27/1873","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,"SO","assumed W for Eastward am",NA,"DD, LN"
"Lodge Of Good Templars",2,"The wind North and warm filed wood saw for Ambrose Bourgett made shoe for the A. G. Brooks anchor went to Lodge of Good Templars","03/01/1873","March","confident","Winter Harbor","assumed","assumed",0,NA,0,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"Calm in the morning and pleasant. At noon. The wind ESE snowing and blowing in the evening raining. work in shop on boat","03/11/1873","March","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,NA,"ESE",NA,NA,"snow","rain",NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind N.W blowed heavy work in shop on boat for A. B. Newman","03/17/1873","March","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind South West in morning SSE in afternoon and rained heavy. Fresh breeze put top gunnels on boat recd letters from C. C. Burrill and Geo. N. Loomis","03/29/1873","March","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Charles C. Burill, George N. Loomis","SSW","SSE",NA,NA,"heavy rain",NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind N.W. work on A. G. Brooks dinner at T. Smallidge's. paid Emmily Mason $.75","04/04/1873","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO","changed Smallidges to Smallidge",NA,"DD, LN"
"Home",2,"The wind W.N.W. fesh breeze Hewed stick timber made ginger bread roller","04/22/1873","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind N.W by W. pointed and headed bolts for the boat putting rail on boat wrote letter to Henry Geyer","04/28/1873","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Henry Geyer",NA,"NWW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO","changes & to and",NA,"DD, LN"
"Home",2,"E.S.E. Rainy work in shop in forenoon And on A. G. Brooks mainsail in afternoon read package of Liimemnt by Express from H. Geyer","05/10/1873","May","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"ESE",NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
"Home",2,"The wind southerly and rainy worked in shop making sink and getting out finishing for a butry","05/22/1873","May","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
"Home",2,"The wind North West went a fishing A. squall of rain and hail at night went to Lodge of Good Templars","06/21/1873","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,"rain squall, hail",NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
"Home",2,"The wind southerly and foggy done jig sawing for R. Rand one half day took the boat ashore and cleaned her and hauled of","07/09/1873","July","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
"Home",2,"The wind Northerly strong breeze. went to Crabtrees neck and back in boat. wrote letter to E. Kingsley answered by Kellly Kingsley","07/15/1873","July","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"write","E. Kingsley, Kelly Kingsley",NA,"N",NA,NA,"NS",NA,NA,NA,NA,NA,NA,NA,"DD","changed breese to breeze, not sure if crabtree's neck or crabtree's nook",NA,"DD, LN"
"Home",3,"The wind North Easterly finished making boxes for wind mill","01/05/1874","January","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Home",3,"The wind North West set lamp post for Lodge at Good Templars recd letter from Hanncock Co. publishing company","01/17/1874","January","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,"1","count","lamp","read",NA,"Hancock Publishing Company","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Home",3,"The wind Northerly and moderate made hammer for horse pistol.","02/04/1874","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,"1","count","hammer","no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Home",3,"The wind. N.W. Cold cutting wood had four loads hauled home came out at night recd letters from Arno. Wiswell. Wm. Rosebrooks and","02/28/1874","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,"4","load","wood","read",NA,"Arno Wiswell, William Rosebrooks","NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"ER","changed hauld to hauled",NA,"WD, DD, LN"
"Home",3,"The wind Southerly and warm turned Lounge legs for Chas Pendleton snow in afternoon.","04/11/1874","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"warm","snow",NA,NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Home",3,"The wind East heavy rain all day made ladder and belaying pins for vessel","04/29/1874","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,"ladder, pins","no letter",NA,NA,"E",NA,NA,"heavy rain","heavy rain","heavy rain",NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Home",3,"The wind southerly hauled of from the wharf","06/28/1874","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Home",3,"The wind South West and foggy made decoys for Geo Gerrish and dug potatoes wrote letter to Thomas Bunker.","10/26/1874","October","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Thomas Bunker",NA,"SW",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
"Home",3,"The wind Northerly hauled into the wharf recd letter from Thomas Bunker","11/07/1874","November","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Thomas Bunker","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
"Home",3,"The wind North West Christmas work in shop","12/25/1874","December","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,"not mentioned",NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
"Home",4,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","01/05/1875","January","confident","Winter Harbor, Southwest Harbor, Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Narraguagus Lodge",NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Home",4,"The wind Westerly moderate wrote letter to Benj. Kittridge work in shop","01/11/1875","January","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Benjamin Kittridge",NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH","changed Kittredge ot Kittridge",NA,"DD, RL"
"Home",4,"The wind N.N. W. cold and blustering work turning in shop.","01/23/1875","January","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NNW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Home",4,"The wind North East moderate rain work in shop on ballance wheel made canvass belt in evening","01/29/1875","January","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,"1","count","belt","no letter",NA,NA,"NE",NA,NA,"rain",NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"DD, RL"
"Home",4,"The wind Westerly good breeze finished saw table recd letter from Benj. Kittridge","02/04/1875","February","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Benjamin Kittridge","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH","changed Kittredge to Kittridge",NA,"DD, RL"
"Home",4,"The wind Easterly and pleasant. wrote letter to Caroline Blaisdell. work in shop","03/06/1875","March","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Caroline Blaisdell",NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, RL"
"Home",4,"The wind W. N. W. very heavy blow run wind mill turning belaying pins etc. Recd letter from Capt Thomas Bunker","03/18/1875","March","confident","Winter Harbor","assumed",NA,44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Thomas Bunker","WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH","changed &c to etc.",NA,"DD, RL"
"Home",4,"The wind Southerly and foggy work in shop","07/16/1875","July","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD"
"Home",4,"The wind Southerly and foggy. wrote letters to Mary Am. Rosebrook work in shop","07/22/1875","July","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"write","Mary Am Rosebrook",NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD"
"Home",4,"The wind Southerly and foggy. work in garden washed out fish and work in shop finished the Crib.","07/28/1875","July","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",4,"The wind South and very hot work 1/4 day hewing sleepers for J. R. Hammond house","08/27/1875","August","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"very hot",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",4,"The wind Southerly Commenced work on T. R. Hammond's. house worked all day","09/14/1875","September","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",4,"The wind South West work all day on T.R. Hammonds House","09/20/1875","September","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",4,"The wind Southerly and rainy in afternoon. The wind came of to the North at dark.","09/26/1875","September","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,"N","rainy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",4,"The wind W.N.W. work all day on T.R. Hammonds house. putting on finish.","10/02/1875","October","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"RL"
"Home",5,"Very moderate Southerly attended Wharf meeting","08/05/1876","August","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind North West work in shop","08/23/1876","August","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind Westerly work in Shop","08/29/1876","August","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
