date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1883-07-28T00:00:00Z,July,Wind South overcast and fresh breeze. Left the Chromo at noon to go ashore to get a team for home. Went to West Sullivan in boat and got a team at one P.M. and arrived home at 5 P.M. raining hard,confident,West Sullivan,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,fresh breeze,NA,NA,overcast,raining hard,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-07-29T00:00:00Z,July,Wind South Easterly and rainy most all day. Went to meeting in the afternoon at the Hall,confident,Winter Harbor,assumed,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE,SE,NA,NA,NA,NA,rainy,rainy,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-07-30T00:00:00Z,July,Wind Southerly and in forenoon thick with fog. Was about home all day. agreed with Chas Straw to get the hay. let the Workshop to Mr. Staples for $1. per mouth for a tin shop paid the taxes fo the year. Settled accts with Capt N. Hammond,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southerly,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-07-31T00:00:00Z,July,Wind NorthWest in forenoon and SouthWest in the afternoon. Left home at 9 AM with team for Franklin got on board at 2 P.M.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-01T00:00:00Z,August,Wind Westerly staid on board all day with the promise of some stone but got none,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-02T00:00:00Z,August,Wind Southerly and thick with fog got on board seen load of paving block of 900,confident,NA,NA,NA,NA,NA,NA,NA,NA,900,count,paving block,NA,NA,NA,S,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-03T00:00:00Z,August,Wind Southerly took on board enough stone to make 7.400,confident,NA,NA,NA,NA,NA,NA,NA,NA,7400,count,stone,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-04T00:00:00Z,August,Wind South and a very fresh breeze work all day loading took on board enough stone to make 13000 and called it a load. got bills of loading lying at Franklin all ready to sail,confident,NA,NA,NA,NA,NA,NA,NA,NA,13000,count,stone,NA,NA,NA,S,NA,NA,very fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-05T00:00:00Z,August,Wind W.S.West. got underway in morning and went down to the anchorage at West Sullivan. at 2.30 P.M. got tug boat and went over the Falls. and went to Sea. bound to New York at midnight Mt. Desert Rock light bore South West about 4 miles dist so ends these 24 hours,confident,"West Sullivan, New York, Desert Rock",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSW,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-06T00:00:00Z,August,Wind West. at 5 AM Mt Desert Rock bore N.N.E dist 8 miles Vessel heading South Westerly. Wind fresh. At 2 PM tacked ship headed NorthWest at 9 P.M. tacked ship and headed South West wind hauling more Northerly. midnight wind West North West 7 knot breeze. so ends these 24 hours,somewhat confident,Mt Desert Rock,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W, SW",NA,"N, WNW",NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-07T00:00:00Z,August,Wind West NorthWest at 11 oclock A.M. sighted Cape Cod on starboard bow. wind moderated. at 2 PM wind Southerly. abrest of Nausett at 6 PM where the wind hauled westerly at midnight Chatham Lights bore W.N.W. very moderate so ends these 24 hours,confident,"Cape Cod, Nausett, Chatham",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WNW,"S, W",WNW,moderate,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-08T00:00:00Z,August,very moderate wind from SouthWest to North West. Went on the Shoals passed the Pollock Rip Light Ship at 2.30 AM. at 9 AM anchored at the Cross Rip tide turning East and calm. At 2 PM got anchor wind SouthWest. and at the turning of the tide at 9 PM anchored at Vineyard Haven. Calm.,confident,"Pollock Rip, Shoals, Cross Rip, Vineyard Haven",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW, NW, E",SW,NA,"very moderate, calm",NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-09T00:00:00Z,August,Calm or nearly so all day Got underway at Vineyard Haven at 6 AM and drifted with the tide by Tarpaulin Cove and when the flood tide made drifted back to the Eastward of Tarpaulin Cove. And on the Ebb tide at night to the Westward and was abrest of Gay Head at dark. At midnight Vineyard Sound Light Ship bore North abrest 2 miles distant. Wind breezing up N.E. and clear,confident,"Vineyard Haven, Tarpaulin Cove, Gay Head, Vineyard Sound",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,calm,calm,breezed up,NA,NA,cleared up,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-10T00:00:00Z,August,Wind from N.E. to E. at 6 am passed Block Island. and at 10.40 Went through the Race into Long Island Sound at dark passed Falkners Island and at midnight abrest of the middle ground between Stratford and Old Field. So ends these 24 hours,confident,"Block Island, Long Island, Falkners Island, Stratfor, Old Field",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE, E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-11T00:00:00Z,August,"Wind North East anchored at Rickers Island at 8 AM. and at 2 oclock P.M. took tug boat towed through the gates, and sailed to Port Johnson, near Staten Island bound to Newark. but to late in the tide to get up the River and anchored",confident,"Rickers Island, Port Johnson, Staten Island, Newark",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-12T00:00:00Z,August,"Wind SouthWest vessel lying at Port Johnson. Took the cars and went to Newark and went on board Schr Laurel and Annie E. Rickerson both Stone load and from Franklin, and found out my Consignees did not want the stone",confident,"Port Johnson, Newark",mentioned,NA,NA,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-13T00:00:00Z,August,"Wind West South West ""Chromo"" at Port Johnson took cars and went to Jersey City to see Consignees finding they were at Newark took the train for that place and found them. They say the did not contract for the stone and do not want them. Therefore I consider it useless to tow to Newark and intend letting the vessel lay where she is untill further orders",confident,"Jersey City, Newark",mentioned,NA,NA,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-14T00:00:00Z,August,Wind North West. Took cars and went to Jersey City at the Consignees Office and found the stone had been resold to N.Y. and that this vessel was not to go to Newark at all. Took cars and went back to Port Johnson. Got tug boat and towed to the foot of Bethune It near West 12th street N.Y. North River. It being the place where I am going to discharge,confident,"Jersey City, N.Y., Port Johnson",mentioned,"12th street, Bethune Street",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-15T00:00:00Z,August,Wind North Easterly Chromo lying along side of wharf waiting for Brig Edith to discharge. there being room for only one at a time to discharge stone at the foot of Bethune St,confident,NA,NA,Bethune Street,mentioned,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-16T00:00:00Z,August,"Wind Easterly all day and rainy Nothing done towards discharging stone, as it is to wet",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,E,E,E,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-17T00:00:00Z,August,"Wind North West and pleasant. Lying outside of the Brig ""Edith"" waiting for her to discharge stone",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,stone,NA,NA,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-18T00:00:00Z,August,"Wind Westerly and pleasant. The Brig Edith finished discharging at 11 AM and the ""Chromo"" took her place. Work all the afternoon discharging Chromo At night heavy thunder Shower Chastered ""Chromo"" to go to Habaken and load with from for South New market N.H. freight $1.60 per ton",confident,Habaken,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,pleasant,NA,NA,NA,NA,heavy thunder,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-19T00:00:00Z,August,Wind from West to South and rain squalls. Chromo lying at the wharf foot of Bethune St.,confident,NA,NA,Bethune Street,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W,S",NA,NA,NA,NA,NA,rain squalls,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-22T00:00:00Z,August,Finished loading Iron at 4 oclock PM Settled all my business in N.Y. got bills of Saden Shiped one mand and got all ready to sail Wind Southerly,confident,New York,mentioned,NA,NA,NA,NA,NA,NA,NA,count,iron,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-23T00:00:00Z,August,Wind South South West at 6 oclock AM took tug boat and towed through Hell gate bound to South New market. Passed Execution Rock at 12 . Passed Eatons Neck at 3 PM Passed middle ground 4.30 PM Passed out the Race at midnight. stimming a strong current and the wind quite moderate. and a little rainy. So ends these 24 hours,confident,"Execution Rock, Hell Gate, Eatons Neck",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SSW,NA,NA,NA,NA,moderate,NA,NA,rainy,NA,NA,NA,NA,NA,GG,NS,NA,GG,12
1883-08-24T00:00:00Z,August,Very moderate up to this hour 8 AM wind first on one side the on the other Point Judith bearing North from 8 am untill 12 pm dead clam but in the afternoon wind breezed up W.S.W. Passed Gay Head at 6.30 P.M. Wind hauled Northerly and moderated. and at midnight was between Tarpaulin Cove and Vineyard Haven Wind breezing,confident,"Point Judith, Gay Head, Tarpaulin Cove, Vineyard Haven",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSW, N",NA,moderate,moderate,breezing,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-25T00:00:00Z,August,Wind North. took the tide ahead of the Handkerchief and win of the Shoals at 8 AM at noon calm at night took wind Westerly and passed Cape Cod Light at 11.30 P.M. Good weather & smooth,confident,Cape Cod,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,W,NA,calm,NA,good weather,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-26T00:00:00Z,August,Wind Westerly. Passed Isles of Shoals 11.30 AM When took the wind N.N.W. anchored at New Castle NH at 2 P.M. bound to South New market N.H.,confident,"Isles of Shoals, New Castle, Newmarket",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W, NNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-27T00:00:00Z,August,"Went from West to South West. Got the tug boat and towed as far as Portsmouth Bridge, and laid along side of the Pier at the Bridge",confident,Portsmouth,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W, SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-28T00:00:00Z,August,"Took tug boat. at Portsmouth bridge, and towed as far as the third bridge bound to So. New Market. Wind Easterly while getting through the bridge the hawser caught around a mans leg on board the tug boat and took his leg off. Tug boat then cast the Chromo of at the pier and carried the man and carried the man back to Portsmouth for medical aid",confident,"Portsmouth, Newmarket",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-29T00:00:00Z,August,Wind N.N.E in morning and fresh breeze Tug boat came and towed Chromo to So New Market arriving at 11.30 AM and in the afternoon commenced discharging load of Iron Got out about 45 tons,confident,Newmarket,mentioned,NA,NA,NA,NA,NA,NA,Count,Iron,NA,NA,NA,NA,NNE,NA,NA,fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-30T00:00:00Z,August,"very moderate Southerly, Finished discharging Chromo at 5 oclock P.M. Telephoned to Dover to Agt of tug boat that the Chromo was discharged ready to tow down Settled for freight with Swampsent machine Go ready to sail",somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-08-31T00:00:00Z,August,Wind Easterly. Towed down river below Portsmouth and anchored. at 5 P.M. no chance to get out bound East.,confident,Portsmouth,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-01T00:00:00Z,September,"An air of wind N.W. got underway at day light. and drifted out with the tide. then calm. At noon took a very light air Easterly passed by Boon Island at 6.30 in the afternoon, and at midnight Cape Porpoise light bore North about 6 miles distant wind very moderate so ends these 24 hours",confident,"Boon Island, Cape Porpoise",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,E,NA,calm,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-02T00:00:00Z,September,At one oclock AM an air of wind from the North then calm at noon the wind began to breeze up Southerly. and at 4 oclock P.M. Seguin bore North and at 8.30 Matinicus Rock light bore North. At midnight saw Mt Desert Rock Light not far distant So ends these 24 hours,confident,"Matinicus Rock, Mt Desert Rock",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N, S",NA,NA,NA,breezed up,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-03T00:00:00Z,September,Wind South West at one oclock AM passed Mt Desert Rock light close to wind fresh. At 3 AM hove vessel to for day light weather thick and rainy. At 4.30 keped of and run for Egg Rock. fog sealed and run up the Bay for Sullivan anchored below the Falls at 6.30 AM and and at 8 am wind N.N.W blowing gale. & could not tow over falls took steamer went home,somewhat confident,"Mt Desert Rock, Egg Rock, Sullivan",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW, NNW",NA,NA,blowing a gale,NA,"rainy, fresh",NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-04T00:00:00Z,September,"Wind Southerly left home in morning and walked to South Gouldsboro to take the Steamer Rockland, for Sullivan. It being the way I came home yesterday. Got on board Chromo about noon. She towed over the falls this morning before I got to Sullivan Took vessels boat in the afternoon and went to Franklin to see about getting aloud for Chromo for N.Y. Chromo lying at Hopewell what W. Sullivan",confident,"Gouldsboro, Sullivan, Franklin, N.Y.",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-07T00:00:00Z,September,Wind Westerly Riggers came at noon and worked in the afternoon on Chromo rigging rigger consisted of two men,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-08T00:00:00Z,September,Wind SouthWest Rigger worked untill noon and went home to Ellsworth and I took the Steam boat at Sullivan and went to Bar Harbor then took the Little Butter Cup and went home,confident,"Ellsworth, Sullivan, Bar Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-09T00:00:00Z,September,Wind Southerly untill noon and came of West NorthWest Staid at home,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-10T00:00:00Z,September,Wind very moderate North West. Went to South Gouldsboro with my wife and took Str Rockland and went to Sullivan via Bar Harbor the took team and went up to the Chromo Lying at Blaisdells wharf,confident,"Gouldsboro, Sullivan, Bar Harbor,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-11T00:00:00Z,September,Wind Southerly Thick with fog in morning did nothing toward loading waiting for the Annie E. Rickerson to load. Bought 1/16 of Schr Chromo of Alford H Ford for the sum of $175.00 paid all cash,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-12T00:00:00Z,September,Wind Southerly. and thick with fog in the morning. Got 1300 paving the Annie E. Rickerson now being loaded hope to get loaded soon.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-13T00:00:00Z,September,Calm in morning and thick with fog. Got two thousand paving blocks,confident,NA,NA,NA,NA,NA,NA,NA,NA,2000,count,paving block,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-14T00:00:00Z,September,Calm all forenoon Got 2000 blocks and the deckload along side,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-15T00:00:00Z,September,Wind Southerly Got 3000 paving feet hatches on and caulked them,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-16T00:00:00Z,September,Wind Southerly and thick with fog out side,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-17T00:00:00Z,September,Wind Southerly and drizzling rain all day Got the deckload of Strars on also 500 paving on deck to trim the vessel. At night wind North fresh but kept on raining In the evening North Easterly,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,"N, NE",NA,NA,NA,"drizzling, rain",rain,"rain, fresh",NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-18T00:00:00Z,September,Wind NorthWest The vessel being loaded got Bill of Laden at noon towed out over the falls and went to Bar Harbor to fill water and get a man of can after filling water and failing to get a man. Got under way at dark and went to Winter Harbor after one anchored at half frost tere in evening wind very moderate,confident,"Bar Harbor, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-19T00:00:00Z,September,"Wind North West in morning hunted untill noon for a man to go a trip to New Bedford & got one. then wind South West, at 1 P.M. got underway at Winter Harbor and went out. At dark wind Westerly. and at 10 PM passed Mt Desert Rock Light midnight wind West North West So ends these 24 hours",somewhat confident,"New Bedford, Winter Harbor, Mt Desert Rock",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW, SW",NA,"W, WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-20T00:00:00Z,September,Wind from W.N.W. to North West At 8 A.M. wind N.N.W and partly cloudy. noon obs alt of sum Correction add trul alt sub from zenith dis sums dec add Latitude Wind quite moderate,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WNW, NW, NNW",NA,NA,quite moderate,NA,NA,partly cloudy,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-21T00:00:00Z,September,Wind Northerly and overcast. At 4 oclock in the morning sighted Cape Cod bearing West. Wind going to the Eastward. at 9 AM close into Nauset Wind East and blowing fresh Stemed the ride over the shoals. and at 4 oclock P.M. anchored in Vineryard Haven. bound to New Bedford Wind blowing to heavy to get there,confident,"Cape Cod, Nauset, Vineyard Haven, New Bedford",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N, E",NA,NA,blowing fresh,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-22T00:00:00Z,September,Wind North East. Got underway at Vineyard Haven in the morning. Could not fetch through Luicks Hole as the tide was a head and went out the Vineyard Sound and beat up Buzzards Bay and Anchored at 4 oclock in the afternoon in New Bedford,somewhat confident,"Vineyard Haven, Vineyard Sound, Buzzards Bay, New Bedford",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-23T00:00:00Z,September,Wind Southerly Lying in New Bedford with spars deck Schrooner Chromo,somewhat confident,Bedford,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-24T00:00:00Z,September,Wind South Easterly took deck load of afternoon and evening rainy,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-25T00:00:00Z,September,Wind W by South wind blowing a gale. could not get the spars ashore untill afternoon and no chance to go out,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SW,NA,NA,blowing a gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-26T00:00:00Z,September,Wind West North West Got underway in New Bedford at day light and went out bound to N.Y. At sunset half way between Point Judith and Block Island. Wind moderate Westerly. Wid night not but little past Block Island. So ends these 24 hours.,confident,"New Bedford, New York, Point Judith, Block Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WNW, W",NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-27T00:00:00Z,September,Wind West South West. and blowing heavy passed in through the Race at 7 am. went over to Niantic and anchore during the Ebb tide. Got under again at 3 P.M. wind blowing very hard could not get along. brested flying jib. keped of and went back to New London anchored at 6 P.M.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSW,NA,NA,blowing heavy,blowing very hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-28T00:00:00Z,September,"Wind West SouthWest, fresh breeze in the forenoon. did not go out untill 4 P.M. when the tide commenced to run blood. at 7.50 P.M. rain squalls and wind hauled Northerly good breeze at 10 PM Passed Falkners Island raining hard At midnight abt six miles the middle ground between Stratford and Old Field so ends these 24 hours",confident,"Falkners Island, Stratford, Old Field",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSW, N",NA,NA,fresh breeze,NA,NA,rain squalls,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-29T00:00:00Z,September,rain untill 4 AM wind North Easterly. Passed execution Rocks at 7 am. and at 8 AM took tug boat to tow through Hell gates. and anchored of Red Hook,confident,Execution Rock,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-09-30T00:00:00Z,September,Wind South West. and pleasant. Took dimmer on board the Brig Marina with Capt David Moore and Capt Chas Johns,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-10-03T00:00:00Z,October,Wind Northerly and pleasant. The canal boat lying in side discharged to day Chromo begins tomorrow morning Got an order to go to Perth Amboy yo load with Pig Iron for Boston freight $1.35 and bridge money,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,pig iron,NA,NA,NA,N,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-10-04T00:00:00Z,October,Wind Northerly Chromo commenced to discharge but did not get her load all out at night as those were only there three teams to haul them away and the wharf being poor dare not pile them on,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-10-05T00:00:00Z,October,Wind NorthWest finish discharging at 8 in the morning at 10 A.M. took tug boat and towed as far as Governors Island bound to Penith Amboy. Put sail on vessel and went to Penith Amboy anchored at 9 P.M. of the wharves,confident,"Governors Island, Penith Amboy",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-10-06T00:00:00Z,October,Wind North in morning got anchore docked vessel under sail. Wind hauled Easterly then Southerly. Commenced to load at 11 oclock in forenoon In the afternoon went to N.Y. City by steam And at 4 P.M. raining hard. Staid all night on board the Brig Marema with Capt David Moore,confident,New York,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N, W, S",NA,NA,NA,NA,NA,NA,raining,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
1883-10-07T00:00:00Z,October,Wind NorthWest in morning and pleasant. In the afternoon wind Southerly Went back on board the Chromo at Penith Amboy arriving at dark,confident,Penith Amboy,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,S,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG,12
