date_mdy,journal_year,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1890-05-21T00:00:00Z,1890,May,Wind North North West and fine weather Work all day for the Gouldsboro Land Imp Co.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-22T00:00:00Z,1890,May,Wind Southerly work all day for the Gouldsboro land Imp Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-23T00:00:00Z,1890,May,Wind North Easterly work all day for the Gouldsboro Land Improvement Co. on Grindstone Point workind on their new building whis is intending to be for a Look out. Office. Coat room. Chart room &c R. Pendletons boats released from attachment and I give them up,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-24T00:00:00Z,1890,May,Wind South Easterly and chilly work all day on the new house on Grindstone Point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-25T00:00:00Z,1890,May,Wind South Easterly and fine weather In afternoon went to West Gouldsboro to see C. E. Kingsley who is quite sick Came home at night and find I have a very bad cold comming on and hoarsing up,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-26T00:00:00Z,1890,May,Wind Southerly Being sick with cold do not go on Grind Stone Point to work as usual Reed Notice from the Masons Relief association of Mechanic Falls Me. that my assessment is 160 there being three deaths since last assessment,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-27T00:00:00Z,1890,May,Wind South East and rainy stoped in the house and done a little work,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-28T00:00:00Z,1890,May,Wind Easterly with rain. Staid in house,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-29T00:00:00Z,1890,May,Wind North East Went to Bar Harbor on Str Silver Star. Took Str Sebenoa Went to Mt Dessert Ferry. Took M C. R R went to Ellsworth Came back to Franklin Road hired team went to Franklin came back to Franklin road. took cars to Mt. Desert Ferry and Steam boat to Bar Harbor,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-30T00:00:00Z,1890,May,Wind Northerly and fine weather Came home from Bar Harbor in forenoon. In afternoon went on Grind stone point to work for the Gouldsboro land Imp Co. on house,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-05-31T00:00:00Z,1890,May,Wind South West work all day for the Gouldsboro Land Improvement Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-01T00:00:00Z,1890,June,"Wind Northerly in forenoon, and Southerly in the afternoon Went to meeting in the Unitarian Church",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-02T00:00:00Z,1890,June,Wind Southerly work all day for the Gouldsboro Land Imp. Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-03T00:00:00Z,1890,June,Wind Southerly work all day for the Gouldsboro Land Imp Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-04T00:00:00Z,1890,June,Wind South South East Not having lumber to work with for the Gouldsboro Land Imp Co. do not work for them to day Sec go gunning down to the Turtle Isle Lodges all alone got three birds and back home in the forenoon In afternoon rainy,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-05T00:00:00Z,1890,June,Wind North East and wet. work about home Not having any lumber to work with for the Gouldsboro Land Imp Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-06T00:00:00Z,1890,June,Wind South South East went to Bar Harbor & back in forenoon on Str Silver Star and took up note at the First National Bank Given by F. S. Whitney &co and Endorsed by S L Kingsley and Bunker & Summer the note being protested is paid this day by Bunker & Summer,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-07T00:00:00Z,1890,June,Wind Easterly and rainy. Run jigsaw sawing out lattice work for house Gouldsboro Land Imp. Co. office,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-08T00:00:00Z,1890,June,Wind North West a gale. Went to West Gouldsboro to see Edward C. Kingsley who is very sick and will probably never be any better,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-09T00:00:00Z,1890,June,Wind Southerly in morning then came N.W. thence North and blew fresh. Work for the Gouldsboro Land Imp Co. Jigsawing using Wind mill power,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-10T00:00:00Z,1890,June,Wind North North West Work for the Gouldsboro Land Imp. Co. sawing with jig saw in the shop. using windmill for motive powers,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-11T00:00:00Z,1890,June,Calm in morning and fine weather In afternoon wind Easterly and at 6 oclock PM rainy work all day on the house on Grindstone point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-12T00:00:00Z,1890,June,Wind Easterly work all day for the Gouldsboro Land Imp Co on house on Grindstone Point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-13T00:00:00Z,1890,June,Wind Easterly and a rain storm. Work all day on house on Grindstone Point finishing the inside of the house C. E. Kingsley died in morning,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-14T00:00:00Z,1890,June,Wind North East. and wet fine rain. Work all day on Grind Stone Point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-15T00:00:00Z,1890,June,Wind N.W. in forenoon and S.W. in afternoon A large party of the Gouldsboro Land Imp Co arrived with their friends. and are delighted with the point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-16T00:00:00Z,1890,June,Wind Southerly fresh. got wharf logs in the water form R Rands shore and rafted them. In the evening took boat and towed them to my shore to repair my wharf arriving home at midnight,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-17T00:00:00Z,1890,June,Wind South South West work all day on Grindstone Point ceiling the rooms in house for the G L & Co,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-18T00:00:00Z,1890,June,All kinds of weather this morning the wind Southerly and good fine weather. This afternoon Thunder Lightning & rain with heavy squalls North East. North & North West also S.E. then calm. Work all day on house on point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-19T00:00:00Z,1890,June,Wind Southerly and thick with fog Noon rainy At night wind North East. Work all day on Grindstone Point on house for G.L.I.Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-20T00:00:00Z,1890,June,Wind South West work all day on Grindstone Point same as yesterday,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-21T00:00:00Z,1890,June,Wind South West very fresh work all day on Grindstone Point for G.L.I.C.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-22T00:00:00Z,1890,June,Wind South East and fine weather staid about home,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-23T00:00:00Z,1890,June,Wind Easterly work all day for Gouldsboro Land Imp. Co.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-24T00:00:00Z,1890,June,Wind Easterly and thick with fog. Work all day for G.L. I. Co.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-25T00:00:00Z,1890,June,Wind Easterly and rain all day Work all day for G.L.I. Co.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-26T00:00:00Z,1890,June,Wind North East. and showery laying floors in house on grindstone point for G.L. I. Co.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-27T00:00:00Z,1890,June,Wind North East and showey. Finished work on Grindstone Point at night on the house I have been working on. The Carpenter work being all done,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-28T00:00:00Z,1890,June,Wind Northerly and good weather getting ready to paint my house or rather I have let it to a man to pain. In afternoon worked a whole in the Cemetary,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-29T00:00:00Z,1890,June,Wind Southerly Went to a religious meeting at the Charming Chapel The preaching was by a colored man Wm. E. Froy,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-06-30T00:00:00Z,1890,June,Wind Southerly Commenced having my house painted by W. F. Vose & others,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-01T00:00:00Z,1890,July,Wind South East with a little fog having my house painted mowed a little around the door,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-02T00:00:00Z,1890,July,Wind South Easterly and fine weather Running lines between the Estate of J.F. Kingsley and the Fover lot so called. Road laid out from my house to Jamie Kingsleys house by the Select men,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-03T00:00:00Z,1890,July,Wind South Easterly Foggy and little rainy. built stall in Coal shed to keep our house,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-04T00:00:00Z,1890,July,Wind Southerly Foggy and wet apart of the day. No Celebration here to day. But a dance in the evening Finished building stall in the coal shed to keep our house,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-05T00:00:00Z,1890,July,Wind South Easterly and thick with fog with some rain hauled some coal,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-06T00:00:00Z,1890,July,Wind North West and pleasant. Staid at home,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-07T00:00:00Z,1890,July,Wind Southerly but very moderate Commenced hauling coal to the Str. Silver Star again. have not finished her any coal since march,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-08T00:00:00Z,1890,July,Wind South Easterly and thick with fog jobbing with the coal cart. Thunder shower in the evening,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-09T00:00:00Z,1890,July,Wind North West very fresh Went to Bar Harbor to see Lawyer Peters about the collection of a note given for coal,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-10T00:00:00Z,1890,July,Wind Westerly and very fine weather Work about the coal shed,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-11T00:00:00Z,1890,July,Calm in morning afternoon wind Southerly work about the coal shed,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-12T00:00:00Z,1890,July,"Very light air of wind Northerly in forenoon, and SouthWest in afternoon. Sold my hay in the field to E.W. Tuft had potatoes hoed my house finished being painted. work about the coal shed &ce",somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-13T00:00:00Z,1890,July,Wind Southerly went to Church in the afternoon at the Charming Chapel which is unitarian,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-14T00:00:00Z,1890,July,Wind South West. Hauled coal all day getting ready to work on the Club house on Grindstone Point. It is my intention to haul coal mondays and Thursdays and work on the Club House the other four days in the week if I can make it work,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-15T00:00:00Z,1890,July,Light wind Southerly Commenced work on a Club house built by John Clark of Bar Harbor for the Gouldsboro Land Imp Co. This is my first day but the building was begun last week,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-16T00:00:00Z,1890,July,Very light air of wind Southerly untill about 3 oclock P.M. when the wind struck North in a squall which soon died out and a light air of wind Southerly again. Work all day on Grindstone Point on the Club House owned by the land Co,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-17T00:00:00Z,1890,July,Wind very light Southerly and a hot day. hauled 4 tons coal to Str Silver Star,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-18T00:00:00Z,1890,July,Wind North and more coal Work on Club house on Grindstone Point,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-19T00:00:00Z,1890,July,Wind South South East fresh. Jig sawing all day for John Clarck the Contractor making rafter ends for the Club house on Grindstone Point,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-20T00:00:00Z,1890,July,Wind Northerly and a little showery Went on a little ride with my wife,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-21T00:00:00Z,1890,July,Wind Northwest in forenoon and Southerly in afternoon Hauled coal all day for Str Silver Star and others,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-22T00:00:00Z,1890,July,Wind Southerly Run jib saw for John Clark making rafter ends for Club house on Grindstone Point,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-23T00:00:00Z,1890,July,Wind Southerly work all day shingling on Club House,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-24T00:00:00Z,1890,July,Wind South South East. thick with fog morning and night. but clear in middle of the day. Work all day hauling coal to Steam boat and Hotel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-25T00:00:00Z,1890,July,Wind Southerly and thick with fog Went to Bar Harbor to settle at the Banks some notes. afternoon heavy shower came home about sick,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-26T00:00:00Z,1890,July,Wind South Easterly Thick with fog in forenoon and heavy rain in afternoon Staying in house Sick in bed and had the Doctor says I am Billious,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-27T00:00:00Z,1890,July,Am told the wind is South West and pleasant. am unable to get out of bed. am suffering great pain Dr. came in the afternoon,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-28T00:00:00Z,1890,July,Wind Southerly am able to to Cork out of the sindow and know it is fine weather pain much relieved by the Drs. medicine left last night. hired coal hauled,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-29T00:00:00Z,1890,July,Wind Southerly and fine weather have not left my room yet. but am much better,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-30T00:00:00Z,1890,July,Light air Southerly Thick with fog over the water but it burned up over the land. Have been able to get to the door. and am improving fast,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-07-31T00:00:00Z,1890,July,Wind Southerly and hot. hired the coal hauled for the Str Silver Star Sent H B Rawson & Co $200. on acct for Bunker & Summer,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-01T00:00:00Z,1890,August,Wind Southerly am able to go most any where on account of my health,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-02T00:00:00Z,1890,August,Wind Southerly work around home some. and hauled little coal,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-03T00:00:00Z,1890,August,Wind Southerly and thick with fog. Went to a religious meeting in afternoon at the Charming Chapel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-04T00:00:00Z,1890,August,Wind Southerly and thick with fog. hauled coal,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-05T00:00:00Z,1890,August,Wind South South West and some fog. and very fresh wind work at home,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-06T00:00:00Z,1890,August,Wind South South East Went to Bar Harbor on business connected with the Bank,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-07T00:00:00Z,1890,August,Wind very moderate Southerly and hot plowed amongst Jennie Kingsleys potatoes. and worked around the coal shed,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-08T00:00:00Z,1890,August,Light Easterly wind in forenoon afternoon wind South hauled coal,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-09T00:00:00Z,1890,August,Wind Southerly and foggy. work abt home but not well,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-10T00:00:00Z,1890,August,Wind Southerly and partialy foggy Did not go to the meeting not being well,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
1890-08-11T00:00:00Z,1890,August,Wind very moderate Easterly. Although not being well necessity compells me to go to Bar Harbor to collect money for Bunker & Summer Not getting much Satisfaction the business remains unsettled and I will have to go back tomorrow if possible,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
