date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,
7/9/1886,July,At one oclock A.M. wind began to breeze up N.E. At 4 AM. Bannegat bore W.N.W. dist 8 miles Passed Absecum At 9.30 A.M. At sunset Cape Henlopen bore S.W. about three miles distant wind hauling out. At midnight passed the Brandywine Light So ends these 24 hours,confident,"Barnegat, Cape Henlopen, Brandywine Shoal Light",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,breezed up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/10/1886,July,Wind from South around West. passed the Cross Ledge at 3 AM Reedy Island at 7 AM and at dark anchored at Wilmington Del becalmed,confident,"Cross Ledge, Reedy Island, Wilmington",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/11/1886,July,Towed from Wilmington Del. to Plum St. wharf Phila Wind N.W,confident,Wilmington ,mentioned,Plum st,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/12/1886,July,Wind North Easterly Chromo at Plum St. wharf Philada and commenced discharging cargo this morning,confident,NA,NA,Plum st,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/13/1886,July,The wind Easterly and quite cool. Chromo at Phila Plum St wharf discharging stone,confident,NA,NA,Plum st,mentioned,NA,NA,NA,NA,NA,count,stone,no letter,NA,NA,E,NA,NA,NA,NA,NA,cool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/14/1886,July,Wind South East and in the afternoon heavy thunder Showers Chromo finished discharging Cargo of stone at 4 P.M. have got no coal freight yet to go back with,confident,NA,NA,NA,NA,NA,NA,NA,NA,1,cargo,stone,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,heavy thunder,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/15/1886,July,"Wind Southerly Got a coal order at noon, and Telephoned for a tug boat to put the vessel into the coal Pier. I took the horse cars and went up to Port Richmond arriving at one oclock P.M. and found the Chromo into the Coal dock which was within one hour from the time I chartered At 4 oclock the Chromo was loaded for Salem to go to Charles S Clark freight $1.05 and discharged got ship stores and bills of Laden, and towed out of the coal dock at 5 P.M. and anchored at the mouth of the Schuylkill at dark",somewhat confident,"Port Richmond, Salem, Shuylkill",mentioned,NA,NA,NA,NA,NA,NA,1,order,coal,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/16/1886,July,Wind South South West and in the morning heavy rain Got underway at the Mouth of the Schuylkill at day light and when the turned flood anchored at Chester. In the afternoon when the Ebb tide made got underway at Chester and at dark anchored at Newcastle Delaware,confident,"Schuylkill, Chester, Newcastle",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,SSW,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/17/1886,July,Nearly Calm and apart of the day is quite calm. Got underway at New Castle Del at 6 AM. And at dark anchored about 5 miles above Ship John shoal Had two Ebb tides to drift in,confident,New Castle,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/18/1886,July,Wind South West Got underway from about 5 miles above Ship John Shoal at 2 oclock AM. At noon. becalmed anchored near the 14 foot bank Light ship In the afternoon the wind S.S.E Got underway and beat down the bay. abreast of Delawary break water at 5 oclock PM wind fresh. At 7 P.M. Cape May bore North West. Wind hauling from South to South West. At midnight Absecum bore N.N.W 12 miles distant,confident,Cape May,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,SSE,"S, SW, NNW",NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/19/1886,July,Wind South West. At one am Absecum bore N.W. At 3 am the wind came of N.W. in a squall lasted a few minutes then calm after which the wind breezed up S.W. moderate untill noon. and from that time untill 9 PM becalmed. Sandy Hook bearing about North North West. At 9 PM a light air of Wind Northerly,confident,"Absecon Island, Sandy Hook",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW, NW, SW",NA,N,"calm, breezed up, moderate",calm,"calm, light air",squall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/20/1886,July,Wind from North West to North in the forenoon when there was any and in the afternoon the wind Westerly. At pm Sighted Shinecook Light bearing N.N.E. At midnight it bore North. So ends these 24 hours.,confident,Shinnecock Light,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, N",W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/21/1886,July,Wind North West & going Northerly and thickening up. At 4 AM wind East At 9 AM wind S.E. and raining and continues to drizzle all day. At midnight Montauk Light bore N.N.E. about 3 miles distant vessel becalmed So ends these 24 hours,confident,Montauk Light,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, N, E, SE",NA,NA,NA,NA,NA,"thick, rain, drizzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/22/1886,July,At 9 AM the wind began to breeze up W.S.W. Passed Block Island at 11 AM. Viney and Sound Light Ship at 4.15 PM Tarpaulin Cove at 7 PM Vineyard Haven at 1030 P.M. At midnight almost to the Cross Rip. Wind hauling around Northerly So ends these 24 hours,confident,"Vineyard Sound Lightship, Tarpaulin Cove, Vineyard Haven, Block Island, ",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/23/1886,July,Wind Northerly early in the morning and went around N.E. Anchored near the Handkerchief Light Ship at 4 am. When the tide turned at 10 am got anchor and beat to the Pollock Rip. but could not get of the shoals. Went back with the Western tide & anchored near the Handkerchief Light Ship. at 5 oclock PM.,confident,"Handkerchief Light, Pollock Rip",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"N, NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/24/1886,July,Calm untill 9 AM When the wind breezed up South West. Got underway near the Handkerchief Light Ship. Passed the Pollock Rip at noon. Cape Cod Light House at 4.30 PM. and at midnight Thatches Island Lights bore North about 12 miles distant So ends these 24 hours,confident,"Handkerchief Lightship, Pollock Rip, Cape Cod Lighthouse, Thatches Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,"calm, breezed up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/25/1886,July,Calm untill in the afternoon when the wind breezed up Southerly then went South West Passed by Bakers Island at 3.30 P.M. and into Derby wharf Salem at 6 P.M. bound to Mr Clarks wharf through one bridge,confident,"Bakers Island, Salem",mentioned,"Derby wharf, Clark wharf",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,"S, SW",NA,calm,breezed up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/26/1886,July,Wind South West fresh. hauled from Derby wharf to the bridge and caught a ground and laid untill night tide and hauled through the bridge tremendous thunder and lightning and the rain fill in torrents for a little more than an hour another vessel takes the berth ahead of us at the coal dock Salem,confident,Salem,mentioned,Derby wharf,mentioned,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SW,NA,NA,NA,NA,NA,"tremendous thunder, lightning, rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/27/1886,July,Wind South Easterly and showery. Chromo at Salem waiting for her turn at the coal dock Vessel consigned to Chas S. Clark,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SE,NA,NA,NA,NA,NA,showery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/28/1886,July,Wind from South West to South. Chromo hauled into Clarks wharf Salem at dark. Ready to begin to discharge tomorrow,confident,Salem,mentioned,Clark Wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW, S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/29/1886,July,Commenced discharging coal for C.S. Clark. Salem. Wind South West Thermometer 86,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,GG,
7/30/1886,July,At three oclock AM heavy thunder shower At 6 AM clear weather At 10 AM Chromo discharged hauled down through the bridge by Derby whard and made sail. Nearly calm. In the afternoon wind breezed up South Passed Thatchers Island at 2.40 P.M. bound home. From 6 PM untill untill 10 PM hevay thunder & Lightning wind changeable midnight about half from Cape AM to monhegan So ends these 24 hours,somewhat confident,"Thatchers Island, Monhegan",mentioned,Derby wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,"heavy thunder shower, clear, calm",breezed up,"heavy thunder, lightning",NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/31/1886,July,At 2.30 AM Wind N.E. and thick with fog. Cleared up at 10 am. and the wind all died out. In the afternoon very light air Southerly. At 8 P.M. Seguin bore N.W. And at  midnight Monhegan bore N.W. about 3 miles distant. vessel becalmed So ends these 24 hours,confident,Seguin Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,"thick with fog, cleared up, died out",light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/1/1886,August,Very light air South abreast of Georges Island at 6.30 AM Passed White Head at 11.30 A.M. After passing Mouroes Island the fog came in. and anchored At Fox Island at 5.30 PM. the fog to thick to go farther,confident,"Georges Island, White Head, Fox Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,light air,NA,NA,NA,thick fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/2/1886,August,"Wind Southerly and thick with fog got underway at Fox Island at 10 AM Passed Channel Rock at 11 AM. the fog to thick to run across the Bay and laid by untill one P.M. then across to Deer Isle, and anchored at 5. P.M.",confident,"Fox Island, Channel Rock, Deer Isle",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,thick fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/3/1886,August,Wind North West. Got underway at Deer Isle at day light and anchored at Winter Harbor. at 9.30 A.M. the blowing wind to hard to beat up the Bay to Sullivan. Paid Ira B Foss $4.50 dividend for 1/32 of Sch Chromo,confident,"Deer Isle, Winter Harbor, Sullivan",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blowing hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/4/1886,August,"Wind North West fine weather. Took some coal ashore, and got Provisions for another trip",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,NW,NA,NA,NA,NA,NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/5/1886,August,Wind Southerly. got underway at Winter Harbor at 10 A.M and went out for Sullivan arriving below the Falls at 2 P.M. Although there was a good chance to sail up over. the Falls. I stopped below to land some coal for Geo C. Lynam. and consequently lost the tide in getting over the Falls,confident,"Winter Harbor, Sullivan, Falls",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/6/1886,August,Wind Southerly fresh. Chromo at Sullivan. Paid G. C. Lynam $31.50 Dividends of Sch Chromo for Sullivan owners. At noon got underway and over the Falls to Franklin to load Street crossings Fror J. P. Gordon for Philada,somewhat confident,"Sullivan, Falls, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/7/1886,August,Wind South Easterly and thick with fog Commenced taking out coal for J. P. Gordon and rigging up ready to load Street Crossings At noon commenced loading,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SE,NA,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/8/1886,August,Wind Northerly and rainy in the morning at 9 AM cleared up. Chromo at J.P.Gordons wharf Franklin,confident,Franklin,mentioned,J P Gordons Wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,"rain, cleared up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/9/1886,August,Wind Southerly Work all day loading Chromo at JP Gordons Wharf. for Philada,confident,NA,NA,JP Gordons Wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/10/1886,August,"Wind Southerly Chromo loading stone at Franklin, I went from the vessel to Hancock took the cars to Ellsworth to see about sails for the vessel. Came back in the afternoon",confident,"Franklin, Hancock, Ellsworth",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/11/1886,August,Wind Southerly Vessel at Franklin loading stone. Settled dividend with all Franklin Owners of Sch Chromo,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,count,stone,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/12/1886,August,"Wind North West. Finished loading vessel at 9 AM. towed from the wharf down over the Falls, anchored at Mt Desert Ferry Went ashore got two topsails for the Chromo Made in Ellsworth and and sent down there Got underway again at 3 P.M. and went home after a man arriving at 5 PM. then filled a Bbl water Ice",somewhat confident,"Falls, Ellsworth",mentioned,wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/13/1886,August,A light air of wind in the morning N.W. Got underway at 7 AM at Winter Harbor. Got to Kettle cove wind died out and anchored. Took 1 1/2 tons coal out of vessel and landed it for Ira B Fross then a light wind South went back on board filled away. but could not get out by Mark Island. anchored again and went home,confident,"Winter Harbor, Mark Island",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,"light air, died out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/14/1886,August,Wind Southerly thick with fog and rainy all day. untill 8 oclock PM when the wind came of NorthWest. Vessel at Winter Harbor did not go out when the wind came of as one man has left. Shiped another soon after to go on board in the morning,confident,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NW,NA,NA,NA,"thick with fog, rainy","thick with fog, rainy","thick with fog, rainy",NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/15/1886,August,Wind North West Got underway at Winter Harbor at 9 oclock A.M. and went out. Wind hauled W.S.W. at 5 PM tacked and headed North West. At 10 PM oclock a light N.W. by W. At midnight Matinicus Rock light North West. So ends these 24 hours,confident,"Winter Harbor, Matinicus Rock",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, WSW",NA,"WNW, NW",NA,NA,light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/16/1886,August,Light wind N.W. Vessel heading South West. At noon the wind S.S.W tacked ship at dark took in outer jib blowing fresh & heavy rain. the wind increasing at 11 P.M. took in both topsails. At 11 PM blowed away the jib. at midnight laying under the foresail trying to reef the mainsail,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,SSW,NA,NA,blowing fresh ,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/17/1886,August,Wind South South East. blowing fresh and heavy rain. Chromo laying under foresail. main jib bursted. crew trying to reef mainsail. At 3 oclock AM wind moderated heavy sea running Vessel about 15 miles East from Cape Ann. At 5 AM wind came of North Easterly with rain and blowing a gale. Went to Salem abt noon to right up the deck load of Street crossings had shifted unbeat the fore gapt topsail and bent it for a jib and got ready to go out but no chance today,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SSE, NE",NA,NA,"blowing fresh, moderate, blowing a gale",NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/18/1886,August,Wind South South East and very moderate. not wind enough in all day to get out of Salem In the afternoon I commenced to make an anchor stock for vessel on board,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/19/1886,August,"Wind very moderate Southerly. got underway in Salem in the morning, and went out at 4 PM near Minots Rock I have been at work all day and completed the anchor stock that I began yesterday midnight Minots Rock Light in Sight so ends these 24 hours",confident,"Salem, Minots Light",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/20/1886,August,Nearly calm and when there was any wind it was South Easterly At dark sighted Race Point Cape Cod. At midnight close into Racepoint So ends these 24 hours,confident,"Race Point, Cape Cod",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/21/1886,August,Wind South East and very moderate At 4 AM Cape Cod bore South. At noon it bore S.S.W. At 4 PM it bore W.S.W Wind hauled East At midnight Naucet three lights bore W.S.W So ends these 24 hours,confident,"Cape Cod, Nauset Light",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,E,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/22/1886,August,Wind North East. Passed Pollock Rip Light Ship at 4.40 AM. wind fresh. Passed Vineyard Haven at 9 AM. Passed Viney and Sound Light Ship at 11 AM North point at Block Island 3 P.M. bound up Long Island Sound. Passed Race Rock at Sun set,confident,"Pollock Rip, Vineyard Haven, Block Island, Long Island, Race Rock Light",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/23/1886,August,Very moderate Easterly Passed Falkners Island  at 6 oclock AM Middle Ground at 5 PM wind hauled Southerly fine weather At 7 PM becalmed. midnight abreast of Eatons Neck bec,confident,"Falkners Island, Middle Ground, Eatons Neck",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,S,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/24/1886,August,Nearly calm all day. sometimes only wind enough to steer Anchored at City Island at dark,confident,City Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/25/1886,August,Wind North East. Got underway at City Island at 6 oclock AM & towed through the Gates. made sail and passed out. Went by the Dry Roamers at Noon Passed Sandy Hook at 3 P.M. Passed the Highlands of Neversink at 4 P.M. Very heavy sea running from E.S.E At midnight Barnegat Light bore West by South The wind dying out vessel rolling and slatting tremendously So ends these 24 hours,confident,"City Island, Sandy Hook, Barnegat",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/26/1886,August,Calm with heavy sea running. At 9 AM the wind breezed up S.W. by S. At 5 P.M. tacked ship close into Little Egg Harbor Light House. At midnight about the same as at 5 PM do not seem to gain any So ends these 24 hours,confident,Little Egg Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"calm, breezed up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/27/1886,August,Wind Westerly and moderate tacked whip at 4 AM E.N.E from Absecum At 2.30 PM wind hauled out tacked and stood in At midnight about hal way between N.E Fine fathom Bank Light Ship and Cape May,confident,"Absecon Island, Cape May",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/28/1886,August,Wind South West beat to windward untill noon. When we passed in by the Capes of Del. and kept of up the Bay Passed the Brandy wine at 2 P.M. Ship John Shoal at 7 PM. Anchored at Reedy Island at 9 P.M.,confident,Reedy Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/29/1886,August,Wind South West Got underway at Reedy Island at 6 oclock AM. and at noon passed Wilmington Del and anchored at the mouth of the Shuylkill at dark,confident,"Reedy Island, Wilmington, Shuylkill",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/30/1886,August,Wind South East fresh. Tpwed from the Mouth of the Schuylkill River to Plum St wharf Philada and finding the stone was not going out there. Took tug boat and towed back and went up the Schuylkill to discharge arriving at 6 oclock P.M. Showery at noon,confident,Shuylkill,mentioned,Plum st,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,"fresh, showery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
8/31/1886,August,Wind on the western board. but drizzling rain most all day Have not commenced discharging yet. Are waiting for a Canal boat to discharge Chartered the Chromo myself without any help of a Broken to load coal for Salem Mass. Consigned to C. S. Clark freight $1.10 and discharged,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,NA,NA,NA,NA,NA,NA,drizzling rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/1/1886,September,Wind Westerly Commenced discharging deckload of stone at 9 AM. but did not get them all of Vessel up the Schuylkill,confident,Shuylkill,mentioned,NA,NA,NA,NA,NA,NA,NA,count,stone,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/2/1886,September,Wind Northerly Chromo up the Schuylkill discharging street crossings,confident,Shuylkill,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/3/1886,September,Wind Easterly and cool. Chromo up the Schuylkill discharging Street crossings,confident,Shuylkill,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,cool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/4/1886,September,Wind East fresh Finished discharging at noon. and in the afternoon towed to the coal dock Port Richmond arriving at dark,confident,Port Richmond,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,E,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/5/1886,September,Wind South East. and very warm Chromo at the coal dock to Port Richmond ready to begin to load tomorrow,confident,Port Richmond,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SE,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/6/1886,September,Wind Easterly. Chromo commenced loading in the morning and finished at noon Got ship stones and towed down to the Horseshoe just bore the Navy Yard and anchored,confident,Navy Yard,mentioned,NA,NA,NA,NA,NA,NA,NA,count,stone,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/7/1886,September,Wind North Easterly Got underway at the Horse shoe just above the Navy Yard at 9 oclock AM on the turn of the Ebb tide. and when the tide turned at 4 PM anchored just below Chester,confident,"Navy Yard, Chester",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/8/1886,September,Wind North Easterly moderate Got underway at 10 AM on the turn of the Ebb tide a little below Chester and anchored on the turn of the flood tide at 4 PM just below Frost Delaware. Showery. At 10.30 PM Got underway again. Passed Reedy Island at midnight,confident,"Chester, Reedy Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/9/1886,September,Wind East North East and overcast. Chromo undersail. Anchored about fine miles above Ship John ShoalLight house at 2.30 AM At 2 AM raining hard At 9 AM got underway on the turn of the Ebb tide. still raining hard. At 4 PM anchored between the Cross Ledge and the 14 foot bank Light Ship near Egg Island Flats,confident,Cross Ledge Light,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,overcast,raining hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/10/1886,September,Wind North North East Got underway near Egg Island flats at 8 AM. weather very overcast. and went into Delaware Break water at noon. At 10 PM wind breezed up South West. Got underway at Delaware Breakwater At midnight Cape May bore North. So ends these 24 hours,confident,Delaware Breakwater,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,SW,NA,NA,breezed up,overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/11/1886,September,Wind South West. At 4 AM wind hauled North West. Abreast of Absecum at 10 AM. Barneygat at 4 P.M. becalmed. At 9 PM a light air of wind S At midnight Barnegat Light bore West about 9 miles distant. So ends these 24 hours,confident,"Absecon Island, Barnegat",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW, NW",NA,S,NA,"calm, light air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
